Fossil Family,Body part,Original Cost,Adjusted Cost
Camptosauridae,Composite skeleton,1078428.56,1237170.41
Hypsilophodontidae,Skull,367428.31,432430.9
Apatosauridae,Composite skeleton,7616001.84,8723624.68
Tarbosauridae,Skull,1322926.58,1441697.45
Diplodocidae,Articulated leg,2465981.21,2933718.29
Allosauridae,Skeleton,2647793.9,3042885.62
Dromaeosauridae,Virtually complete skeleton,3316395.11,3638199.08
Tarbosauridae,Nest with eggs,676922.91,792874.71
Camptosauridae,Composite skeleton,844539.99,948116.25
Dromaeosauridae,Partial skeleton,3024458.95,3351755.63
Thescelosauridae,Composite skeleton,475194.08,522498.3
Thescelosauridae,Articulated leg,228460.81,269299.0
Hadrosauridae,Virtually complete skeleton,2114625.14,2445210.17
Tyrannosauridae,Composite skeleton,7654194.0,8794935.39
Diplodocidae,Skeleton,4353204.43,4945404.44
Thescelosauridae,Skeleton,459465.03,490163.24
Hadrosauridae,Femur,1087935.79,1181131.76
Unidentified,Articulated leg,276686.65,294628.37
Tyrannosauridae,Virtually complete skeleton,9063215.08,10018039.2
Tarbosauridae,Virtually complete skeleton,3041195.63,3312744.38
Apatosauridae,Skeleton,8114899.6,9480951.22
Allosauridae,Nest with eggs,917102.17,1042061.84
Tarbosauridae,Composite skeleton,1921358.14,2225627.25
Allosauridae,Articulated leg,2009273.88,2306966.85
Unidentified,Partial skeleton,346549.08,401577.07
Hadrosauridae,Articulated leg,1061719.78,1128869.65
Diplodocidae,Composite skeleton,4307511.51,4558778.16
Hadrosauridae,Virtually complete skeleton,1581402.88,1876995.67
Dromaeosauridae,Femur,2160112.25,2367244.93
Tarbosauridae,Articulated leg,1440356.02,1692478.06
Stegosauridae,Composite skeleton,12126622.51,12989613.11
Dromaeosauridae,Virtually complete skeleton,3837224.21,4585039.48
Apatosauridae,Femur,4209591.68,4457877.92
Diplodocidae,Articulated leg,2827102.4,3267143.1
Apatosauridae,Articulated leg,5765726.57,6292393.15
Diplodocidae,Partial skeleton,3807420.9,4011462.18
Dromaeosauridae,Skeleton,3787221.04,4338058.36
Tyrannosauridae,Partial skeleton,6028251.11,7071951.11
Unidentified,Femur,275839.75,326565.77
Unidentified,Partial skeleton,303533.88,335170.08
Dromaeosauridae,Skeleton,3676400.91,4350105.86
Apatosauridae,Articulated leg,6450022.49,7689417.36
Hypsilophodontidae,Virtually complete skeleton,773351.69,862402.43
Ceratopsidae,Virtually complete skeleton,1302556.09,1506669.19
Diplodocidae,Femur,2222976.86,2340043.83
Tarbosauridae,Composite skeleton,2514672.0,2949426.87
Ceratopsidae,Nest with eggs,411817.71,449466.78
Dromaeosauridae,Virtually complete skeleton,4535175.73,5378496.66
Allosauridae,Partial skeleton,2508792.27,2873254.49
Ceratopsidae,Femur,628595.51,714375.34
Tyrannosauridae,Composite skeleton,6197597.47,6690430.01
Hypsilophodontidae,Partial skeleton,513499.04,549827.33
Hadrosauridae,Skeleton,1666649.2,1809728.48
Hadrosauridae,Nest with eggs,593487.43,638864.7
Stegosauridae,Femur,7694071.43,8752001.68
Allosauridae,Articulated leg,1732631.98,1849392.08
Tyrannosauridae,Virtually complete skeleton,7463830.35,8413591.12
Thescelosauridae,Skeleton,566792.68,619595.37
Tyrannosauridae,Skeleton,8380616.29,9462666.41
Ceratopsidae,Articulated leg,827896.35,921522.71
Thescelosauridae,Articulated leg,332682.49,382175.34
Tyrannosauridae,Skull,5069647.73,6072919.43
Camptosauridae,Virtually complete skeleton,1214550.11,1342019.41
Tarbosauridae,Skull,1650917.18,1940643.61
Tyrannosauridae,Virtually complete skeleton,7805934.09,8708172.47
Ceratopsidae,Skull,862723.95,984396.59
Apatosauridae,Virtually complete skeleton,7435420.1,8488224.74
Hypsilophodontidae,Femur,318670.46,381056.23
Diplodocidae,Skeleton,4068093.04,4849722.06
Unidentified,Virtually complete skeleton,482827.55,508847.46
Unidentified,Nest with eggs,139606.22,154642.06
Ceratopsidae,Skull,796977.73,941326.48
Thescelosauridae,Skull,280418.19,320104.33
Hypsilophodontidae,Articulated leg,370444.08,414984.65
Allosauridae,Nest with eggs,1100416.73,1201204.63
Hypsilophodontidae,Composite skeleton,526161.81,580013.48
Dromaeosauridae,Femur,1831748.35,2116483.53
Diplodocidae,Articulated leg,2209626.74,2610585.08
Tarbosauridae,Partial skeleton,1798865.97,2014033.18
Diplodocidae,Femur,2328293.54,2672146.57
Hadrosauridae,Nest with eggs,605035.76,698366.58
Unidentified,Skull,247083.49,284598.29
Stegosauridae,Composite skeleton,14104667.02,16416507.72
Unidentified,Femur,263115.93,284237.29
Allosauridae,Articulated leg,1458303.85,1695026.11
Hypsilophodontidae,Skull,369792.62,417498.55
Dromaeosauridae,Composite skeleton,3404952.96,3613147.79
Diplodocidae,Skeleton,4730729.58,5367803.35
Unidentified,Skull,280347.67,300337.76
Diplodocidae,Virtually complete skeleton,4505448.03,4928796.44
Diplodocidae,Articulated leg,3267821.69,3775474.32
Dromaeosauridae,Articulated leg,2417211.42,2769412.05
Dromaeosauridae,Articulated leg,2712959.05,2851171.68
Diplodocidae,Articulated leg,2846183.07,3174129.74
Tarbosauridae,Skeleton,2324501.76,2601501.21
Ceratopsidae,Nest with eggs,369923.37,405671.7
Thescelosauridae,Composite skeleton,463398.05,544554.79
Camptosauridae,Articulated leg,547591.11,656577.79
Diplodocidae,Partial skeleton,4061286.47,4285903.41
Hypsilophodontidae,Skeleton,600538.41,711149.25
Camptosauridae,Composite skeleton,1123028.32,1292266.12
Diplodocidae,Composite skeleton,4251085.84,5098373.84
Thescelosauridae,Articulated leg,264013.53,289968.7
Stegosauridae,Skeleton,15767769.0,18693372.83
Tyrannosauridae,Virtually complete skeleton,8136681.7,9558506.3
Allosauridae,Femur,1523541.82,1656027.93
Tyrannosauridae,Partial skeleton,6100799.47,6622373.04
Hypsilophodontidae,Skull,383438.02,456454.75
Dromaeosauridae,Composite skeleton,3732295.37,4209274.05
Unidentified,Partial skeleton,266942.95,312467.1
Allosauridae,Femur,1659275.73,1790111.67
Tyrannosauridae,Partial skeleton,5849681.56,6886389.17
Unidentified,Nest with eggs,147707.98,171559.66
Unidentified,Skull,266140.91,318276.73
Stegosauridae,Skull,9932981.78,11683333.79
Tyrannosauridae,Articulated leg,4217400.64,4886748.56
Camptosauridae,Virtually complete skeleton,1149016.87,1306246.39
Diplodocidae,Nest with eggs,1155001.23,1348932.47
Tyrannosauridae,Composite skeleton,5573376.81,6616789.91
Tarbosauridae,Partial skeleton,1613880.41,1726856.03
Thescelosauridae,Femur,296449.89,334812.8
Diplodocidae,Virtually complete skeleton,5250496.95,5787697.76
Allosauridae,Nest with eggs,977105.16,1164416.82
Camptosauridae,Articulated leg,612999.78,658247.99
Tyrannosauridae,Skeleton,7405541.62,8514106.19
Hadrosauridae,Partial skeleton,1506846.66,1614587.52
Hypsilophodontidae,Nest with eggs,216750.36,242151.21
Hypsilophodontidae,Nest with eggs,215296.6,237611.3
Ceratopsidae,Composite skeleton,1077368.24,1274667.2
Ceratopsidae,Partial skeleton,1040734.57,1239424.61
Dromaeosauridae,Femur,2077335.26,2222801.76
Ceratopsidae,Partial skeleton,1048031.26,1241215.47
Tyrannosauridae,Femur,4325838.46,4563213.47
Dromaeosauridae,Composite skeleton,3988684.43,4714117.48
Tyrannosauridae,Articulated leg,3885903.42,4646084.12
Dromaeosauridae,Skull,2466328.0,2680366.92
Hypsilophodontidae,Articulated leg,388429.13,410549.51
Allosauridae,Articulated leg,1496445.32,1786264.54
Dromaeosauridae,Skull,2616390.73,3060424.04
Hypsilophodontidae,Femur,310233.0,355326.95
Ceratopsidae,Composite skeleton,1129683.8,1325426.47
Ceratopsidae,Articulated leg,672090.26,732504.05
Diplodocidae,Skeleton,4829788.81,5334624.58
Thescelosauridae,Partial skeleton,357887.95,408126.2
Thescelosauridae,Composite skeleton,499300.61,557001.02
Camptosauridae,Virtually complete skeleton,986653.47,1097933.65
Apatosauridae,Composite skeleton,8106224.5,8614798.23
Ceratopsidae,Nest with eggs,376330.83,412589.32
Allosauridae,Articulated leg,1733224.2,1962020.82
Apatosauridae,Femur,5036884.3,5658514.7
Tarbosauridae,Nest with eggs,744091.3,815737.13
Diplodocidae,Partial skeleton,4194470.4,4549542.02
Apatosauridae,Skull,7752755.77,8157326.79
Thescelosauridae,Skeleton,512480.71,581248.5
Hadrosauridae,Femur,1052102.94,1106444.73
Unidentified,Articulated leg,307666.14,367115.08
Hadrosauridae,Skeleton,1616946.22,1898740.67
Camptosauridae,Skull,772854.47,870272.23
Thescelosauridae,Nest with eggs,169346.52,197743.81
Dromaeosauridae,Partial skeleton,3748241.29,4336984.2
Hadrosauridae,Articulated leg,1105440.83,1263600.88
Hadrosauridae,Virtually complete skeleton,1995062.82,2357919.73
Tarbosauridae,Partial skeleton,1585034.12,1700126.17
Allosauridae,Virtually complete skeleton,3498146.03,3956110.75
Tyrannosauridae,Virtually complete skeleton,7891180.82,8795350.39
Diplodocidae,Articulated leg,2946542.58,3365606.86
Dromaeosauridae,Nest with eggs,1100011.66,1302977.49
Hadrosauridae,Skull,1249935.81,1318358.95
Unidentified,Nest with eggs,141654.41,161958.57
Apatosauridae,Virtually complete skeleton,10354123.8,12050095.19
Hypsilophodontidae,Virtually complete skeleton,806027.95,911809.08
Hadrosauridae,Virtually complete skeleton,2017322.91,2325511.27
Dromaeosauridae,Skull,2420486.25,2640182.92
Stegosauridae,Articulated leg,8269407.14,9797165.44
Camptosauridae,Partial skeleton,840125.41,934429.45
Diplodocidae,Articulated leg,2374036.39,2555643.98
Allosauridae,Nest with eggs,1097260.49,1240706.59
Hypsilophodontidae,Nest with eggs,204369.13,242642.82
Hadrosauridae,Virtually complete skeleton,2048541.22,2369767.91
Apatosauridae,Skeleton,9724936.94,10920805.28
Thescelosauridae,Virtually complete skeleton,579440.6,685888.59
Camptosauridae,Skeleton,914170.94,970968.37
Dromaeosauridae,Composite skeleton,3218103.51,3720103.28
Tyrannosauridae,Articulated leg,5010781.04,5482652.09
Camptosauridae,Articulated leg,564136.25,622699.24
Hypsilophodontidae,Partial skeleton,505627.63,564927.72
Hypsilophodontidae,Articulated leg,308747.96,360991.52
Camptosauridae,Virtually complete skeleton,967113.86,1021264.76
Tarbosauridae,Composite skeleton,2339198.95,2538352.29
Apatosauridae,Skeleton,9435283.5,10282956.19
Thescelosauridae,Skeleton,580906.14,610385.24
Ceratopsidae,Skeleton,1120455.4,1202229.98
Tarbosauridae,Partial skeleton,1873797.09,2017368.31
Ceratopsidae,Skull,849847.74,960367.92
Thescelosauridae,Skeleton,479472.48,569732.25
Hypsilophodontidae,Femur,282434.91,310862.37
Apatosauridae,Skull,7100195.73,8516698.49
Apatosauridae,Composite skeleton,7888618.18,9187256.04
Stegosauridae,Virtually complete skeleton,13411830.76,14779644.14
Ceratopsidae,Nest with eggs,431094.23,502412.79
Hypsilophodontidae,Nest with eggs,198644.38,210722.91
Dromaeosauridae,Partial skeleton,2907994.64,3209748.35
Stegosauridae,Composite skeleton,14702453.56,16557773.06
Dromaeosauridae,Articulated leg,2200944.07,2586904.46
Stegosauridae,Femur,8566036.08,9445588.01
Hadrosauridae,Skeleton,2084637.62,2368045.95
Apatosauridae,Skull,6884904.4,7395440.03
Dromaeosauridae,Articulated leg,2558382.24,2838175.61
Tarbosauridae,Virtually complete skeleton,2324879.51,2560474.28
Hadrosauridae,Femur,1023205.58,1200167.78
Camptosauridae,Skeleton,1185270.35,1298580.91
Diplodocidae,Articulated leg,2084736.35,2420576.88
Tarbosauridae,Partial skeleton,1665715.98,1777276.23
Hadrosauridae,Nest with eggs,528156.62,582589.26
Hadrosauridae,Composite skeleton,1927269.33,2310898.52
Tarbosauridae,Skeleton,2169800.19,2393472.67
Camptosauridae,Virtually complete skeleton,1224538.84,1318069.39
Allosauridae,Virtually complete skeleton,3560683.27,4018350.3
Dromaeosauridae,Virtually complete skeleton,3700477.38,4126604.9
Apatosauridae,Skeleton,9057051.47,10287963.13
Dromaeosauridae,Femur,1979128.01,2367755.89
Hypsilophodontidae,Partial skeleton,414555.43,438719.19
Ceratopsidae,Femur,655415.4,775648.94
Tarbosauridae,Articulated leg,1649890.01,1934529.89
Allosauridae,Skull,1908372.41,2018328.95
Thescelosauridae,Femur,299982.17,330244.71
Allosauridae,Virtually complete skeleton,3659853.46,4210981.88
Tarbosauridae,Skeleton,2106257.51,2424236.08
Apatosauridae,Skull,4675261.45,4950319.34
Tyrannosauridae,Articulated leg,4284141.47,5113877.42
Tarbosauridae,Skull,1526907.32,1610303.94
Diplodocidae,Articulated leg,2471387.44,2608174.19
Apatosauridae,Femur,4640895.31,5157730.93
Tarbosauridae,Nest with eggs,735839.69,779647.65
Camptosauridae,Skeleton,1040846.62,1226868.65
Allosauridae,Articulated leg,2146646.76,2491807.11
Hadrosauridae,Skeleton,1844696.29,2025668.73
Dromaeosauridae,Partial skeleton,3144777.88,3582891.13
Stegosauridae,Skull,11445748.66,13441068.52
Unidentified,Skull,295527.18,334373.05
Camptosauridae,Nest with eggs,357364.89,386237.3
Hypsilophodontidae,Virtually complete skeleton,607413.32,653230.08
Stegosauridae,Articulated leg,8989768.02,10009446.42
Dromaeosauridae,Articulated leg,1918351.85,2171578.91
Allosauridae,Skull,2090617.84,2409666.79
Stegosauridae,Skull,9977736.65,10654800.96
Camptosauridae,Skull,802936.4,849332.48
Thescelosauridae,Virtually complete skeleton,507284.84,571083.66
Apatosauridae,Articulated leg,4121851.51,4798568.47
Diplodocidae,Skull,3220464.84,3402144.93
Dromaeosauridae,Articulated leg,2229833.58,2576220.15
Diplodocidae,Partial skeleton,4145357.54,4665241.66
Apatosauridae,Nest with eggs,3140701.12,3525036.03
Hadrosauridae,Virtually complete skeleton,2005212.45,2320155.55
Allosauridae,Partial skeleton,2369006.05,2558296.19
Allosauridae,Composite skeleton,2810815.9,3042491.71
Diplodocidae,Virtually complete skeleton,4637079.86,5099207.75
Hadrosauridae,Femur,1000163.18,1162550.31
Dromaeosauridae,Composite skeleton,3316541.57,3787212.77
Ceratopsidae,Composite skeleton,1203618.06,1290499.29
Tyrannosauridae,Nest with eggs,2230021.19,2617497.58
Dromaeosauridae,Nest with eggs,1214080.53,1323723.16
Hypsilophodontidae,Nest with eggs,180549.97,209102.14
Camptosauridae,Articulated leg,696068.56,737564.61
Tyrannosauridae,Partial skeleton,5746267.68,6688040.8
Thescelosauridae,Virtually complete skeleton,593088.01,708635.07
Diplodocidae,Skull,3633766.26,3826570.9
Apatosauridae,Skull,6416091.76,7202257.54
Diplodocidae,Skeleton,5015114.02,5434216.39
Hypsilophodontidae,Virtually complete skeleton,695623.26,810942.41
Hadrosauridae,Composite skeleton,1668947.11,1771623.68
Apatosauridae,Skeleton,9989529.69,11528166.89
Thescelosauridae,Composite skeleton,432667.37,488822.48
Stegosauridae,Partial skeleton,13166051.47,14611899.55
Diplodocidae,Composite skeleton,4388545.36,4649942.38
Tyrannosauridae,Skeleton,7167043.73,8598755.83
Ceratopsidae,Skull,760244.3,902248.63
Stegosauridae,Virtually complete skeleton,16110848.01,18367778.37
Diplodocidae,Virtually complete skeleton,4513175.5,4977912.72
Hadrosauridae,Nest with eggs,547192.46,601736.95
Camptosauridae,Articulated leg,681304.41,782130.73
Tyrannosauridae,Femur,3893416.71,4229713.84
Unidentified,Composite skeleton,407454.47,439364.67
Ceratopsidae,Nest with eggs,511147.49,586026.46
Hypsilophodontidae,Nest with eggs,187491.37,217565.56
Apatosauridae,Skull,5630814.41,6448802.03
Camptosauridae,Skeleton,876564.91,924317.17
Hypsilophodontidae,Femur,318837.93,337921.96
Tarbosauridae,Skull,1545710.59,1676277.91
Allosauridae,Articulated leg,1840759.67,1964021.62
Camptosauridae,Composite skeleton,714003.69,778799.43
Dromaeosauridae,Skull,2377315.14,2765958.07
Apatosauridae,Femur,4212819.06,4800109.61
Dromaeosauridae,Skull,2394826.47,2821074.38
Diplodocidae,Nest with eggs,1679993.05,1864749.9
Unidentified,Skeleton,378656.51,423965.29
Diplodocidae,Skull,2546309.23,2981466.39
Tyrannosauridae,Partial skeleton,6729739.0,7724744.39
Apatosauridae,Composite skeleton,7943564.96,9033202.64
Tarbosauridae,Virtually complete skeleton,2321905.5,2779100.07
Dromaeosauridae,Composite skeleton,2511461.72,2877950.31
Ceratopsidae,Nest with eggs,401902.31,470725.94
Apatosauridae,Articulated leg,5231948.82,6112109.97
Unidentified,Articulated leg,216867.08,230512.11
Ceratopsidae,Nest with eggs,395518.41,428008.65
Apatosauridae,Articulated leg,5624034.5,6448794.94
Apatosauridae,Virtually complete skeleton,8777571.23,10465273.85
Hadrosauridae,Partial skeleton,1285329.19,1442320.12
Apatosauridae,Femur,4197084.0,4527090.9
Stegosauridae,Nest with eggs,4498352.71,5320052.76
Diplodocidae,Virtually complete skeleton,5254771.22,5897446.26
Tyrannosauridae,Partial skeleton,5559249.58,6068076.33
Thescelosauridae,Virtually complete skeleton,664747.71,721166.81
Thescelosauridae,Femur,320636.94,338704.13
Ceratopsidae,Skeleton,1345922.52,1507168.9
Unidentified,Nest with eggs,150646.98,162163.9
Diplodocidae,Nest with eggs,1662647.69,1931820.59
Ceratopsidae,Femur,609007.1,657067.33
Thescelosauridae,Skull,368127.12,390455.34
Tyrannosauridae,Articulated leg,4164654.48,4983381.28
Apatosauridae,Femur,4437325.57,4782083.32
Tyrannosauridae,Nest with eggs,2720207.75,3010463.66
Stegosauridae,Skull,9180425.23,10879405.17
Tyrannosauridae,Composite skeleton,6766711.45,7118285.74
Stegosauridae,Virtually complete skeleton,16872804.75,19344248.87
Unidentified,Virtually complete skeleton,467781.83,515531.52
Hypsilophodontidae,Partial skeleton,481003.99,562255.83
Camptosauridae,Articulated leg,660007.15,698822.42
Unidentified,Nest with eggs,145622.51,160675.4
Tyrannosauridae,Composite skeleton,8087144.67,9273436.86
Tyrannosauridae,Femur,3625867.07,3853869.1
Tyrannosauridae,Composite skeleton,6846161.81,7730405.03
Stegosauridae,Skull,8325751.67,9837436.32
Allosauridae,Virtually complete skeleton,3381338.59,3872885.76
Camptosauridae,Nest with eggs,330201.18,392862.12
Unidentified,Nest with eggs,142913.06,155937.4
Hypsilophodontidae,Skull,389105.31,440037.44
Thescelosauridae,Femur,268482.1,310952.32
Stegosauridae,Skeleton,13924934.88,15038596.25
Tyrannosauridae,Partial skeleton,6327156.03,7061060.24
Tyrannosauridae,Skull,4924786.52,5811034.94
Hypsilophodontidae,Virtually complete skeleton,630073.4,720983.05
Unidentified,Skeleton,478440.17,545804.51
Stegosauridae,Articulated leg,8487545.24,9320978.59
Unidentified,Virtually complete skeleton,545904.37,651629.94
Dromaeosauridae,Skull,2445940.15,2574245.64
Ceratopsidae,Skeleton,1130109.32,1287682.77
Diplodocidae,Skeleton,5181050.23,5442851.76
Tarbosauridae,Partial skeleton,1411470.45,1548148.92
Ceratopsidae,Skull,922219.09,1102787.48
Tyrannosauridae,Skeleton,6977537.88,8228602.45
Ceratopsidae,Femur,714742.28,805168.25
Ceratopsidae,Femur,499686.27,558473.42
Stegosauridae,Articulated leg,10121927.73,12096863.94
Hypsilophodontidae,Composite skeleton,488641.92,519401.01
Tyrannosauridae,Nest with eggs,2192397.22,2586073.19
Hypsilophodontidae,Skull,389563.03,449573.59
Dromaeosauridae,Partial skeleton,3087499.93,3651398.18
Apatosauridae,Composite skeleton,8242231.66,9203206.57
Apatosauridae,Virtually complete skeleton,11600409.25,12829300.44
Hypsilophodontidae,Articulated leg,342861.38,401858.11
Camptosauridae,Nest with eggs,349263.81,393832.06
Apatosauridae,Nest with eggs,3182665.53,3816460.19
Allosauridae,Femur,1666398.74,1780388.36
Hypsilophodontidae,Partial skeleton,475664.31,541443.47
Stegosauridae,Virtually complete skeleton,18336519.6,21460370.04
Hadrosauridae,Virtually complete skeleton,2218412.8,2397926.41
Ceratopsidae,Virtually complete skeleton,1563610.82,1666349.02
Unidentified,Femur,266262.45,308625.81
Unidentified,Partial skeleton,380891.11,455418.78
